,Arabic,chineese
,"""جملة فعلية""",“实际句子”
,"""جملة اسمية""",“名义句子”
,اِسْتَطَاعَ,可以
,أَرَادَ,想
,كَادَ,几乎
,شَرِبَ,喝
,ضَرَبَ,击中
,ذَهَبَ,金子
,جَلَسَ,他坐下
,شَبِعَ,饱食
,أَكَلَ,食物
,خَرَجَ,出去
,مَشَى,他走了
,قَامَ,他起身
,نَجَحَ,我们成功
,بَكَى,他哀悼
,سَمِعَ,他听到
,جَاءَ,来了
,عَرَفَ,他知道
,رَسَبَ,建立
,تَعَلَّمَ,学习
,لَعِبَ,游戏
,جَعَلَ,制作
,شَكَرَ,感谢
,جَهَّزَ,准备
,وَعَدَ,一个承诺
,عَاشَ,居住
,وَقَفَ,站起来
,سَجَدَ,他找到
,مَاتَ,他死了
,قَبَضَ,抓住
,غَفَرَ,原谅
,صَامَ,快速地
,رَسَمَ,费用
,نَزَلَ,下载
,رَكَعَ,下跪
,سَافَرَ,旅行
,وَفَى,并在
,لَبِسَ,衣服
,اجْتَهَدَ,努力
,وَجَدَ,被发现
,وَصَلَ,收据
,قَرَأَ,读
,قَعَدَ,坐
,قَالَ,他说
,خَبَّرَ,消息
,عَلِمَ,科学
,سَأَلَ,问
,رَمَى,扔
,شَاهَدَ,目击者
,أَخَذَ,服用
,طَلَعَ,称呼
,حَفِظَ,节省
,أَخْبَرَ,告诉
,نَامَ,他睡了
,سَاعَدَ,协助
,كَتَبَ,图书
,حَدَّثَ,它发生了
,جَرَى,他跑了
,اشْتَرَى,我买
,أَسْرَعَ,快点
,ذَاكَرَ,这是
,وَضَعَ,情况
,بَاعَ,卖
,فَهِمَ,理解
,فَتَحَ,打开
,عَطِشَ,口渴
,سَكَنَ,住房
,أَعْلَمَ,知道
,كَسَرَ,抛锚
,دَخَلَ,进入
,"""الماضي المعلوم""",“已知的过去”
,"""المضارع المعلوم""",“现在的时态”
,الأمر,命令
,معلوم,已知
,"""مبني للمجهول""",“被动的”
,مثبت,安装
,منفي,流亡
,حَلِيبٌ,牛奶
,بَابٌ,门
,أنا,我
,نحن,我们
,أنت,你
,أنتِ,你
,أنتما,你
,"""أنتما مؤ""",“你”
,أنتم,你们
,أنتن,你
,هو,他
,هي,她
,هما,他们
,"""هما مؤ""",“他们是”
,هم,他们
,هن,他们
,تُفَاحَةٌ,苹果
,تِلْمِيذٌ,瞳孔
,ثَوْبٌ,裙子
,جَبَلٌ,山
,حَقِيبَةٌ,行李
,خُضَرٌ,绿色的
,دَرْسٌ,课
,رَجُلٌ,男人
,شَعْرٌ,诗歌
,صَحْرَاءٌ,沙漠
,صَوْتٌ,嗓音
,طَعَامٌ,食物
,طَلَبَةٌ,学生
,عَصِيرٌ,果汁
,عَلَمٌ,科学
,فَوَاكِهٌ,水果
,قَمَرٌ,月亮
,قُرْآنٌ,婚礼
,قِصَّةٌ,故事
,قِطَّةٌ,猫
,كَأْسٌ,杯子
,كُرَةٌ,球
,كِتَابٌ,书
,مَرأَةٌ,一个女人
,مدْرَسةٌ,学校
,مسْرَحِيَّةٌ,戏
,مُعَلِمٌ,老师
,مِحْفَظَةٌ,钱包
,نَاسٌ,人们
,أَحْيَانًا,有时
,البَارِحَةَ,昨天
,اليَوْمَ,今天
,سَاعَةً,小时
,سَنَةً,年
,شِتَاءً,冬天
,صَبَاحًا,是
,صَيْفًا,分离
,ظُهْرًا,公告
,عَصْرًا,里面
,غَدًا,明天
,فَجْرًا,fajr
,لَحْظَةَ,片刻
,لَيْلًا,夜晚
,مَسَاءً,晚上
,نَهْارًا,斧头
,بَيْتٌ,房子
,حَدِيقَةٌ,花园
,سُوقٌ,市场
,طَرِيقٌ,路
,غُرْفَةٌ,房间
,فِنَاءٌ,庭院
,مَدِينَةٌ,城市
,مَدْرَسَةٌ,学校
,مَسْجِدٌ,清真寺
,مَطْبَخٌ,厨房
,أَنِيقٌ,优雅的
,بَخِيلٌ,小气
,بَشِعٌ,家常
,بَطِيءٌ,慢的
,جَمِيلٌ,美丽的
,حَزِينٌ,伤心
,حَنُونٌ,富有同情心
,ذَكِيٌ,可口
,سَرِيعٌ,快速地
,سَعِيدٌ,快乐的
,سَمِينٌ,胖的
,شُجَاعٌ,勇敢的
,ضَعِيفٌ,虚弱的
,طَوِيلٌ,长的
,غَبِيٌ,愚蠢的
,فَرِحٌ,喜悦
,قَصِيرٌ,短的
,قَوِيٌ,强的
,كَرِيمٌ,慷慨的
,كَسُولٌ,懒惰的
,لَئِيمٌ,谎言
,مَسْرُورٌ,很高兴
,مُبْتَهِجٌ,欢乐
,مُجْتَهِدٌ,任劳任怨
,مُرْتَفِعٌ,高的
,مُنْخَفِضٌ,低的
,هَزِيلٌ,微薄
,وَسِيمٌ,英俊的
,أَحْمَد,艾哈迈德
,وَلَدٌ,孩子
,أَبٌ,爸爸
,أَحْمَدُ,艾哈迈德
,أَسَدٌ,狮子
,أُمٌّ,母亲
,اِبْنٌ,儿子
,بِنْتٌ,垃圾桶
,تَاجِرٌ,商人
,حِصَانٌ,马
,دِيكٌ,公鸡
,رَضِيعٌ,婴儿
,زُهُورٌ,花朵
,شُرْطِيٌّ,警察
,طَالِبٌ,学生
,طَبِيبٌ,医生
,طِفْلٌ,孩子
,عَامِلٌ,因素
,عُمَّالٌ,工人
,فَاطِمَةُ,法蒂玛
,فَرَاشَةٌ,蝴蝶
,قَاضٌِ,法官
,قِطٌّ,猫
,لَيْلَى,Layla
,معَلِّمٌ,老师
,مَرْأَةٌ,镜子
,مَطَرٌ,雨
,مُحَمَدُ,穆罕默德
,مُسْلِمٌ,穆斯林
,مُهَنْدِسٌ,工程师
,فعل:,法案：
,زمن:,时间：
,مبني للمعلوم/مجهول:,构建信息/匿名：
,مثبت/منفي:,安装/流放：
,مفعول,影响
,ظرف زمان:,查克·扎曼（Chuck Zaman）：
,ظرف مكان:,放置环境：
,بناء,建筑
,عشوائي,随机的
,عينة,一个样品
,حركة الإعراب,表达运动
,إظهار حركة الإعراب في أواخر الكلمات,用后期的话显示表达的运动
,اختيار عشوائي للمفردات,词汇的随机选择
,نسخ عينة جيسون للتجارب البرمجية,杰森样本的副本用于软件实验
,بناء الجملة,句法
,مدونتي,我的博客
,الاستضافة بدعم من شركة,在公司的支持下托管
,فاعل,积极的
,فعل مساعد,助动词
